having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,Domain_registeration_length,HTTPS_token,Abnormal_URL,age_of_domain,DNSRecord,web_traffic,Statistical_report,Result
1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,1,1,1,-1,1,0,1,1
-1,-1,1,1,1,-1,1,1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,1,-1,1,1,-1,1,0,1,1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,0,1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,1,1,1
1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1
1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1
-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1
1,-1,1,-1,1,-1,0,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,-1,-1,1,1,1,1,1,0,-1,-1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1
-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,-1
-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1
1,-1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,1
-1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,1,1
-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1
-1,-1,1,1,1,-1,0,1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
-1,-1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,0,1,1
1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
-1,1,1,-1,1,-1,1,-1,1,1,1,1,0,1,1
-1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1
-1,1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,1,1
-1,1,1,1,1,-1,0,-1,1,1,1,1,-1,1,-1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,1,-1,1,-1,0,1,-1,-1,1,1,0,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,0,1,1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1
-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,0,1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,1
-1,-1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1
1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,1
-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,1,1
-1,1,1,-1,1,-1,-1,-1,1,1,1,1,0,1,-1
1,1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,0,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,0,-1,1,1,-1,0,-1,1,1,1,1,1,1,1
1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1
1,-1,1,-1,1,-1,1,-1,1,1,1,1,0,1,1
1,0,1,-1,1,-1,-1,1,-1,-1,1,1,0,1,1
-1,-1,1,-1,1,-1,0,-1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,0,1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1
-1,-1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1
-1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1
1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,0,1,1
-1,-1,1,1,1,1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1
-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1
1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,0,1,1
-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,1
-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1
1,1,1,1,1,-1,0,1,1,1,1,1,1,1,-1
-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1
-1,-1,1,1,1,-1,0,1,1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,0,1,1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1
-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1
1,-1,1,-1,1,-1,0,-1,1,1,1,1,-1,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,-1
-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,-1,-1
-1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,0,1,-1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,1
1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,1,-1
-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1
-1,-1,1,1,1,1,1,-1,1,1,1,1,0,1,1
-1,-1,1,-1,1,-1,0,-1,1,-1,1,1,0,1,1
-1,-1,1,1,1,-1,0,1,1,1,1,1,0,1,-1
-1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,0,1,1
-1,-1,1,1,1,-1,-1,1,-1,1,1,1,0,1,-1
1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
1,1,-1,1,-1,-1,0,-1,-1,-1,1,-1,1,1,1
-1,1,1,1,1,-1,1,-1,1,1,1,1,0,1,1
-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1
1,1,1,-1,1,-1,1,1,1,-1,1,1,0,1,1
1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
1,1,1,-1,1,-1,-1,-1,1,1,-1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,1,0,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,1,1,1,-1,1,0,1,-1
1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1
1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1
1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,0,-1,1,1,-1,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,1,-1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
-1,-1,1,-1,1,-1,0,-1,1,1,1,1,-1,1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1
-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,1,1
-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,-1,1,0,1,-1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1
-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1
-1,-1,1,1,1,-1,-1,-1,1,1,-1,1,1,1,-1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,0,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,0,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,-1,1,1
1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1,-1,1,-1,1,-1,-1,1,1,1,1,1,0,1,-1
-1,-1,1,1,-1,-1,0,1,1,1,1,1,1,1,-1
1,-1,1,-1,1,-1,0,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,-1,1,0,1,-1
1,-1,1,1,1,-1,0,1,1,1,-1,1,1,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1
-1,1,1,1,1,-1,-1,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,0,-1,1,1,-1,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1
1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,-1
-1,-1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,1
-1,1,1,1,1,-1,0,1,1,1,-1,1,0,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,-1
-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,0,1,1
-1,1,1,-1,1,-1,0,-1,1,1,1,1,0,1,-1
-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,0,-1,-1
-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,0,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,1,1
-1,-1,1,-1,1,-1,0,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,1,-1
-1,-1,1,1,-1,-1,-1,1,1,1,1,1,0,1,-1
-1,1,1,1,1,-1,-1,-1,-1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1
1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,-1,1,-1,0,1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,-1
-1,-1,1,1,1,-1,0,1,1,1,1,1,0,1,-1
-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,-1,-1
1,-1,1,-1,1,-1,-1,1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1
1,-1,1,1,1,1,0,-1,1,1,-1,1,1,1,1
-1,1,1,1,1,-1,1,-1,1,1,-1,1,0,1,1
1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1
-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,-1
1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,1,-1
-1,1,-1,1,-1,-1,0,-1,-1,-1,1,-1,1,1,-1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,-1,1,0,1,1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,-1,1,1,-1,1,0,1,1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1
-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,0,1,-1
-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,1
1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,0,-1,1,1,-1,1,1,1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,0,-1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,1,-1,1,1,-1,1,0,1,1
-1,-1,1,1,1,-1,1,-1,1,1,-1,1,0,1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,-1
-1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1
-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,0,-1,1,1,1,1,0,1,-1
-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,0,-1,-1,1,1,1,0,1,-1
-1,0,1,-1,1,-1,1,1,1,-1,1,1,0,1,-1
-1,-1,1,1,1,-1,0,1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,-1,1,0,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,1,-1
-1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,1
1,-1,1,1,1,-1,0,1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,0,1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,0,1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,0,1,-1
-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1
-1,1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,0,1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,1,0,1,1
-1,-1,1,1,1,-1,0,1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,1
-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1
-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1
-1,-1,1,-1,1,-1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,0,1,-1
1,1,1,1,1,-1,-1,-1,1,1,1,1,0,-1,-1
-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1
1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1
-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,1
-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,0,1,1
1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1
1,0,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1
-1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1
1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1
1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,1,1
1,-1,1,1,1,1,0,-1,1,1,1,1,1,1,1
-1,1,1,1,1,-1,1,-1,1,1,1,1,0,1,1
-1,-1,1,1,1,-1,1,-1,1,1,-1,1,0,1,1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1
-1,-1,1,1,1,-1,1,1,1,1,1,1,0,1,1
1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1
-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,1,1
-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1
-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,0,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,1,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,0,1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,1,1
